,euctr_id,title,reg_date,other_id,field,provenance
2762,2009-015950-39, Addition of Rituximab to Leflunomide in patients with active rheumatoid arthritis,28-12-2009,NA,other,protocol
2763,2009-015950-39, Addition of Rituximab to Leflunomide in patients with active rheumatoid arthritis,28-12-2009,NCT01244958,US NCT number,results
2764,2009-015950-39, Addition of Rituximab to Leflunomide in patients with active rheumatoid arthritis,28-12-2009,NA,ISRCTN number,results
2765,2009-016043-19, Impact of a balanced infusion solution compound of 50% cristalloid and 50% colloid versus a unbalanced infusion solution of 100% cristalloid within a goal-directed hemodynamic protocol on acid-base balance in patients undergoing elective hip replacement surgery,09-02-2010,NA,US NCT number,protocol
2766,2009-016043-19, Impact of a balanced infusion solution compound of 50% cristalloid and 50% colloid versus a unbalanced infusion solution of 100% cristalloid within a goal-directed hemodynamic protocol on acid-base balance in patients undergoing elective hip replacement surgery,09-02-2010,NA,other,protocol
2767,2009-016043-19, Impact of a balanced infusion solution compound of 50% cristalloid and 50% colloid versus a unbalanced infusion solution of 100% cristalloid within a goal-directed hemodynamic protocol on acid-base balance in patients undergoing elective hip replacement surgery,09-02-2010,NA,US NCT number,results
2768,2009-016043-19, Impact of a balanced infusion solution compound of 50% cristalloid and 50% colloid versus a unbalanced infusion solution of 100% cristalloid within a goal-directed hemodynamic protocol on acid-base balance in patients undergoing elective hip replacement surgery,09-02-2010,NA,ISRCTN number,results
2769,2009-016142-44, Randomized phase-II trial evaluating induction therapy with idarubicin and etoposide plus sequential or concurrent azacitidine and maintenance therapy with azacitidine,06-07-2010,NCT01180322,US NCT number,protocol
2770,2009-016142-44, Randomized phase-II trial evaluating induction therapy with idarubicin and etoposide plus sequential or concurrent azacitidine and maintenance therapy with azacitidine,06-07-2010,NA,other,protocol
2771,2009-016142-44, Randomized phase-II trial evaluating induction therapy with idarubicin and etoposide plus sequential or concurrent azacitidine and maintenance therapy with azacitidine,06-07-2010,NCT01180322,US NCT number,results
2772,2009-016142-44, Randomized phase-II trial evaluating induction therapy with idarubicin and etoposide plus sequential or concurrent azacitidine and maintenance therapy with azacitidine,06-07-2010,NA,ISRCTN number,results
2773,2009-016463-10, Antidepressive response to add-on occupational therapy in patients with major depression: A randomized controlled multicentre trial,11-01-2010,NA,US NCT number,protocol
2774,2009-016463-10, Antidepressive response to add-on occupational therapy in patients with major depression: A randomized controlled multicentre trial,11-01-2010,NA,other,protocol
2775,2009-016463-10, Antidepressive response to add-on occupational therapy in patients with major depression: A randomized controlled multicentre trial,11-01-2010,NA,US NCT number,results
2776,2009-016463-10, Antidepressive response to add-on occupational therapy in patients with major depression: A randomized controlled multicentre trial,11-01-2010,NA,ISRCTN number,results
2777,2009-016482-28, SUNIMUD - Sunphenon EGCg (Epigallocatechin-Gallate) in Duchenne Muscular Dystrophy,15-03-2010,NA,US NCT number,protocol
2778,2009-016482-28, SUNIMUD - Sunphenon EGCg (Epigallocatechin-Gallate) in Duchenne Muscular Dystrophy,15-03-2010,NA,other,protocol
2779,2009-016482-28, SUNIMUD - Sunphenon EGCg (Epigallocatechin-Gallate) in Duchenne Muscular Dystrophy,15-03-2010,NA,US NCT number,results
2780,2009-016482-28, SUNIMUD - Sunphenon EGCg (Epigallocatechin-Gallate) in Duchenne Muscular Dystrophy,15-03-2010,NA,ISRCTN number,results
2781,2009-016489-10," Phase II study of induction chemotherapy with TPF followed by radioimmunotherapy with Cetuximab and intensity modulated radiotherapy (IMRT) in combination with a carbon ion boost for locally advanced tumors of the oro- , hypopharynx and larynx",04-05-2010,NA,US NCT number,protocol
2782,2009-016489-10," Phase II study of induction chemotherapy with TPF followed by radioimmunotherapy with Cetuximab and intensity modulated radiotherapy (IMRT) in combination with a carbon ion boost for locally advanced tumors of the oro- , hypopharynx and larynx",04-05-2010,NA,other,protocol
2783,2009-016489-10," Phase II study of induction chemotherapy with TPF followed by radioimmunotherapy with Cetuximab and intensity modulated radiotherapy (IMRT) in combination with a carbon ion boost for locally advanced tumors of the oro- , hypopharynx and larynx",04-05-2010,NA,US NCT number,results
2784,2009-016489-10," Phase II study of induction chemotherapy with TPF followed by radioimmunotherapy with Cetuximab and intensity modulated radiotherapy (IMRT) in combination with a carbon ion boost for locally advanced tumors of the oro- , hypopharynx and larynx",04-05-2010,NA,ISRCTN number,results
2785,2009-016616-21," Lenalidomide, Adriamycin, Dexamethasone (RAD)",13-07-2011,NA,US NCT number,protocol
2786,2009-016616-21," Lenalidomide, Adriamycin, Dexamethasone (RAD)",13-07-2011,NA,other,protocol
2787,2009-016616-21," Lenalidomide, Adriamycin, Dexamethasone (RAD)",13-07-2011,NA,US NCT number,results
2788,2009-016616-21," Lenalidomide, Adriamycin, Dexamethasone (RAD)",13-07-2011,NA,ISRCTN number,results
2789,2009-016631-35, Phase II Trial of Ipilimumab in Patients with advanced melanoma and spontaneous  preexisting immune response to NY-ESO-1,31-05-2010,NA,US NCT number,protocol
2790,2009-016631-35, Phase II Trial of Ipilimumab in Patients with advanced melanoma and spontaneous  preexisting immune response to NY-ESO-1,31-05-2010,NA,other,protocol
2791,2009-016631-35, Phase II Trial of Ipilimumab in Patients with advanced melanoma and spontaneous  preexisting immune response to NY-ESO-1,31-05-2010,NA,US NCT number,results
2792,2009-016631-35, Phase II Trial of Ipilimumab in Patients with advanced melanoma and spontaneous  preexisting immune response to NY-ESO-1,31-05-2010,NA,ISRCTN number,results
2793,2009-016641-26, The influence of propofol and inhalational anesthetics on postoperative pain perception,22-04-2010,NA,US NCT number,protocol
2794,2009-016641-26, The influence of propofol and inhalational anesthetics on postoperative pain perception,22-04-2010,NA,other,protocol
2795,2009-016641-26, The influence of propofol and inhalational anesthetics on postoperative pain perception,22-04-2010,NA,US NCT number,results
2796,2009-016641-26, The influence of propofol and inhalational anesthetics on postoperative pain perception,22-04-2010,NA,ISRCTN number,results
2797,2009-016748-38," Prospective, randomized, placebo-controlled, monocentric, two-armed, observer-blinded and within-patient study for Photodynamic Therapy (PDT) with MAL in the treatment of actinic keratoses (AK) and photodamage on the back of the hands using Intense Pulsed Light (IPL) devices",03-02-2010,NA,US NCT number,protocol
2798,2009-016748-38," Prospective, randomized, placebo-controlled, monocentric, two-armed, observer-blinded and within-patient study for Photodynamic Therapy (PDT) with MAL in the treatment of actinic keratoses (AK) and photodamage on the back of the hands using Intense Pulsed Light (IPL) devices",03-02-2010,NA,other,protocol
2799,2009-016748-38," Prospective, randomized, placebo-controlled, monocentric, two-armed, observer-blinded and within-patient study for Photodynamic Therapy (PDT) with MAL in the treatment of actinic keratoses (AK) and photodamage on the back of the hands using Intense Pulsed Light (IPL) devices",03-02-2010,NA,US NCT number,results
2800,2009-016748-38," Prospective, randomized, placebo-controlled, monocentric, two-armed, observer-blinded and within-patient study for Photodynamic Therapy (PDT) with MAL in the treatment of actinic keratoses (AK) and photodamage on the back of the hands using Intense Pulsed Light (IPL) devices",03-02-2010,NA,ISRCTN number,results
2801,2009-016907-41," Investigation of nociceptive and antinociceptive mechanisms under anesthesia using fMRI, EEG and noxious reflexes",13-08-2012,NA,US NCT number,protocol
2802,2009-016907-41," Investigation of nociceptive and antinociceptive mechanisms under anesthesia using fMRI, EEG and noxious reflexes",13-08-2012,NA,other,protocol
2803,2009-016907-41," Investigation of nociceptive and antinociceptive mechanisms under anesthesia using fMRI, EEG and noxious reflexes",13-08-2012,NA,US NCT number,results
2804,2009-016907-41," Investigation of nociceptive and antinociceptive mechanisms under anesthesia using fMRI, EEG and noxious reflexes",13-08-2012,NA,ISRCTN number,results
2805,2009-016966-97," Therapy for Chronic Cold Agglutinin Disease: A Prospective, Non-Randomized, Multi-Center Study Demonstrating the Efficacy of Terminal Complement Inhibition in Patients with Cold Agglutinin Disease Using Eculizumab",08-02-2010,NA,US NCT number,protocol
2806,2009-016966-97," Therapy for Chronic Cold Agglutinin Disease: A Prospective, Non-Randomized, Multi-Center Study Demonstrating the Efficacy of Terminal Complement Inhibition in Patients with Cold Agglutinin Disease Using Eculizumab",08-02-2010,NA,other,protocol
2807,2009-016966-97," Therapy for Chronic Cold Agglutinin Disease: A Prospective, Non-Randomized, Multi-Center Study Demonstrating the Efficacy of Terminal Complement Inhibition in Patients with Cold Agglutinin Disease Using Eculizumab",08-02-2010,NA,US NCT number,results
2808,2009-016966-97," Therapy for Chronic Cold Agglutinin Disease: A Prospective, Non-Randomized, Multi-Center Study Demonstrating the Efficacy of Terminal Complement Inhibition in Patients with Cold Agglutinin Disease Using Eculizumab",08-02-2010,NA,ISRCTN number,results
2809,2009-016994-13, EUropean Pharmacogenetics of AntiCoagulation Therapy trial,16-12-2009,NA,US NCT number,protocol
2810,2009-016994-13, EUropean Pharmacogenetics of AntiCoagulation Therapy trial,16-12-2009,NA,other,protocol
2811,2009-016994-13, EUropean Pharmacogenetics of AntiCoagulation Therapy trial,16-12-2009,NA,US NCT number,results
2812,2009-016994-13, EUropean Pharmacogenetics of AntiCoagulation Therapy trial,16-12-2009,NA,ISRCTN number,results
2813,2009-017010-68, A TElmisartan and AMlodipine STudy to Assess the cardiovascular PROTECTive effects as measured by endothelial dysfunction in hypertensive at risk patients beyond blood pressure,01-04-2010,NA,US NCT number,protocol
2814,2009-017010-68, A TElmisartan and AMlodipine STudy to Assess the cardiovascular PROTECTive effects as measured by endothelial dysfunction in hypertensive at risk patients beyond blood pressure,01-04-2010,NA,other,protocol
2815,2009-017010-68, A TElmisartan and AMlodipine STudy to Assess the cardiovascular PROTECTive effects as measured by endothelial dysfunction in hypertensive at risk patients beyond blood pressure,01-04-2010,NA,US NCT number,results
2816,2009-017010-68, A TElmisartan and AMlodipine STudy to Assess the cardiovascular PROTECTive effects as measured by endothelial dysfunction in hypertensive at risk patients beyond blood pressure,01-04-2010,NA,ISRCTN number,results
2817,2009-017048-15, Botulinum Neurotoxin Typ A (Xeomin®) als Therapieoption der allergischen und intrinsischen Rhinitis,24-02-2010,NA,US NCT number,protocol
2818,2009-017048-15, Botulinum Neurotoxin Typ A (Xeomin®) als Therapieoption der allergischen und intrinsischen Rhinitis,24-02-2010,NA,other,protocol
2819,2009-017048-15, Botulinum Neurotoxin Typ A (Xeomin®) als Therapieoption der allergischen und intrinsischen Rhinitis,24-02-2010,NA,US NCT number,results
2820,2009-017048-15, Botulinum Neurotoxin Typ A (Xeomin®) als Therapieoption der allergischen und intrinsischen Rhinitis,24-02-2010,NA,ISRCTN number,results
2821,2009-017052-27," A Phase II Study to Evaluate the Immunogenicity, Safety and Tolerability of a H1N1 Influenza Vaccine in Immunocompromised Adults Who Have Undergone Solid Organ Transplantation or Bone Marrow Transplantation and in Age-Matched Healthy Volunteers",01-12-2009,NA,US NCT number,protocol
2822,2009-017052-27," A Phase II Study to Evaluate the Immunogenicity, Safety and Tolerability of a H1N1 Influenza Vaccine in Immunocompromised Adults Who Have Undergone Solid Organ Transplantation or Bone Marrow Transplantation and in Age-Matched Healthy Volunteers",01-12-2009,NA,other,protocol
2823,2009-017052-27," A Phase II Study to Evaluate the Immunogenicity, Safety and Tolerability of a H1N1 Influenza Vaccine in Immunocompromised Adults Who Have Undergone Solid Organ Transplantation or Bone Marrow Transplantation and in Age-Matched Healthy Volunteers",01-12-2009,NA,US NCT number,results
2824,2009-017052-27," A Phase II Study to Evaluate the Immunogenicity, Safety and Tolerability of a H1N1 Influenza Vaccine in Immunocompromised Adults Who Have Undergone Solid Organ Transplantation or Bone Marrow Transplantation and in Age-Matched Healthy Volunteers",01-12-2009,NA,ISRCTN number,results
2825,2009-017085-22, Sugammadex improves muscle function after standard neuromuscular recovery (SIMAR) [Verbesserung der Muskelfunktion durch Sugammadex nach normaler neuromuskulärer Erholung],11-03-2010,NA,US NCT number,protocol
2826,2009-017085-22, Sugammadex improves muscle function after standard neuromuscular recovery (SIMAR) [Verbesserung der Muskelfunktion durch Sugammadex nach normaler neuromuskulärer Erholung],11-03-2010,NA,other,protocol
2827,2009-017085-22, Sugammadex improves muscle function after standard neuromuscular recovery (SIMAR) [Verbesserung der Muskelfunktion durch Sugammadex nach normaler neuromuskulärer Erholung],11-03-2010,NA,US NCT number,results
2828,2009-017085-22, Sugammadex improves muscle function after standard neuromuscular recovery (SIMAR) [Verbesserung der Muskelfunktion durch Sugammadex nach normaler neuromuskulärer Erholung],11-03-2010,NA,ISRCTN number,results
2829,2009-017192-26," A 3-Armed Prospective Randomized Controlled, Open-Labeled Phase III Trial to Evaluate Late Introduction of Cyclosporine or Everolimus versus a 5-day Delay of Cyclosporine in Combination with MMF in Liver Transplant Recipients with MELD-Scores≥25",17-02-2011,NA,US NCT number,protocol
